calibration_reviewer_name,conversation_external_id,rating_category_name,rating_value,rating_max
Annotator4,4eef28b7-0d14-4592-b717-9593365fab56,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,511d8988-c487-4879-814b-a8b74d175c96,Does the content make sense?,1.0,1
Annotator1,511d8988-c487-4879-814b-a8b74d175c96,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,511d8988-c487-4879-814b-a8b74d175c96,Does the content make sense?,1.0,1
Annotator2,511d8988-c487-4879-814b-a8b74d175c96,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,511d8988-c487-4879-814b-a8b74d175c96,Does the content make sense?,1.0,1
Annotator4,511d8988-c487-4879-814b-a8b74d175c96,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,56d454b1-c293-488b-82e0-9260ec7d570c,Does the content make sense?,1.0,1
Annotator1,56d454b1-c293-488b-82e0-9260ec7d570c,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,56d454b1-c293-488b-82e0-9260ec7d570c,Does the content make sense?,0.0,1
Annotator2,56d454b1-c293-488b-82e0-9260ec7d570c,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,56d454b1-c293-488b-82e0-9260ec7d570c,Does the content make sense?,0.0,1
Annotator4,56d454b1-c293-488b-82e0-9260ec7d570c,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,57e0149c-2747-4685-aa93-10f02f1198f0,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,57e0149c-2747-4685-aa93-10f02f1198f0,Does the content make sense?,1.0,1
Annotator2,57e0149c-2747-4685-aa93-10f02f1198f0,Does the content make sense?,1.0,1
Annotator2,57e0149c-2747-4685-aa93-10f02f1198f0,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,57e0149c-2747-4685-aa93-10f02f1198f0,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,57e0149c-2747-4685-aa93-10f02f1198f0,Does the content make sense?,1.0,1
Annotator1,57e4696c-9bcd-41df-a050-e58804d0fe65,Does the content make sense?,1.0,1
Annotator1,57e4696c-9bcd-41df-a050-e58804d0fe65,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,57e4696c-9bcd-41df-a050-e58804d0fe65,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,57e4696c-9bcd-41df-a050-e58804d0fe65,Does the content make sense?,1.0,1
Annotator4,57e4696c-9bcd-41df-a050-e58804d0fe65,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,57e4696c-9bcd-41df-a050-e58804d0fe65,Does the content make sense?,1.0,1
Annotator1,5db3636c-c328-41e1-8061-3ad479cfdc29,Does the content make sense?,1.0,1
Annotator1,5db3636c-c328-41e1-8061-3ad479cfdc29,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,5db3636c-c328-41e1-8061-3ad479cfdc29,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,5db3636c-c328-41e1-8061-3ad479cfdc29,Does the content make sense?,1.0,1
Annotator4,5db3636c-c328-41e1-8061-3ad479cfdc29,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,5db3636c-c328-41e1-8061-3ad479cfdc29,Does the content make sense?,1.0,1
Annotator1,5fb831fe-01a7-4add-bb46-645bc1a31923,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,5fb831fe-01a7-4add-bb46-645bc1a31923,Does the content make sense?,1.0,1
Annotator2,5fb831fe-01a7-4add-bb46-645bc1a31923,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,5fb831fe-01a7-4add-bb46-645bc1a31923,Does the content make sense?,1.0,1
Annotator4,5fb831fe-01a7-4add-bb46-645bc1a31923,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,5fb831fe-01a7-4add-bb46-645bc1a31923,Does the content make sense?,1.0,1
Annotator1,64014a67-a939-4a5f-b349-65dabd581c4c,Does the content make sense?,1.0,1
Annotator1,64014a67-a939-4a5f-b349-65dabd581c4c,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,64014a67-a939-4a5f-b349-65dabd581c4c,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,64014a67-a939-4a5f-b349-65dabd581c4c,Does the content make sense?,1.0,1
Annotator4,64014a67-a939-4a5f-b349-65dabd581c4c,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,64014a67-a939-4a5f-b349-65dabd581c4c,Does the content make sense?,1.0,1
Annotator1,641ef288-cd3d-4467-9a82-01301491e424,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,641ef288-cd3d-4467-9a82-01301491e424,Does the content make sense?,1.0,1
Annotator2,641ef288-cd3d-4467-9a82-01301491e424,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,641ef288-cd3d-4467-9a82-01301491e424,Does the content make sense?,1.0,1
Annotator4,641ef288-cd3d-4467-9a82-01301491e424,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,641ef288-cd3d-4467-9a82-01301491e424,Does the content make sense?,1.0,1
Annotator1,686740b9-64ba-416b-adb7-fe14ead0a589,"Is this fluent, human-written Estonian?",1.0,3
Annotator1,686740b9-64ba-416b-adb7-fe14ead0a589,Does the content make sense?,1.0,1
Annotator2,686740b9-64ba-416b-adb7-fe14ead0a589,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,686740b9-64ba-416b-adb7-fe14ead0a589,Does the content make sense?,1.0,1
Annotator4,686740b9-64ba-416b-adb7-fe14ead0a589,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,686740b9-64ba-416b-adb7-fe14ead0a589,Does the content make sense?,1.0,1
Annotator1,6c2416d6-9058-45c6-8adb-caa2d3db7ea3,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,6c2416d6-9058-45c6-8adb-caa2d3db7ea3,Does the content make sense?,1.0,1
Annotator2,6c2416d6-9058-45c6-8adb-caa2d3db7ea3,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,6c2416d6-9058-45c6-8adb-caa2d3db7ea3,Does the content make sense?,1.0,1
Annotator4,6c2416d6-9058-45c6-8adb-caa2d3db7ea3,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,6c2416d6-9058-45c6-8adb-caa2d3db7ea3,Does the content make sense?,1.0,1
Annotator1,6c92107f-089c-4677-86dd-528ea3c0208d,Does the content make sense?,1.0,1
Annotator1,6c92107f-089c-4677-86dd-528ea3c0208d,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,6c92107f-089c-4677-86dd-528ea3c0208d,Does the content make sense?,1.0,1
Annotator2,6c92107f-089c-4677-86dd-528ea3c0208d,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,6c92107f-089c-4677-86dd-528ea3c0208d,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,6c92107f-089c-4677-86dd-528ea3c0208d,Does the content make sense?,1.0,1
Annotator1,6dc94b93-d052-40f1-a435-4160f5c4914a,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,6dc94b93-d052-40f1-a435-4160f5c4914a,Does the content make sense?,1.0,1
Annotator2,6dc94b93-d052-40f1-a435-4160f5c4914a,Does the content make sense?,0.0,1
Annotator2,6dc94b93-d052-40f1-a435-4160f5c4914a,"Is this fluent, human-written Estonian?",1.0,3
Annotator4,6dc94b93-d052-40f1-a435-4160f5c4914a,Does the content make sense?,0.0,1
Annotator4,6dc94b93-d052-40f1-a435-4160f5c4914a,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,6eb8d74b-2a65-456c-bb7d-3898c289a199,Does the content make sense?,1.0,1
Annotator1,6eb8d74b-2a65-456c-bb7d-3898c289a199,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,6eb8d74b-2a65-456c-bb7d-3898c289a199,Does the content make sense?,1.0,1
Annotator2,6eb8d74b-2a65-456c-bb7d-3898c289a199,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,6eb8d74b-2a65-456c-bb7d-3898c289a199,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,6eb8d74b-2a65-456c-bb7d-3898c289a199,Does the content make sense?,1.0,1
Annotator1,6f83929e-aae4-4b94-bc54-b364efcb6c15,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,6f83929e-aae4-4b94-bc54-b364efcb6c15,Does the content make sense?,1.0,1
Annotator2,6f83929e-aae4-4b94-bc54-b364efcb6c15,Does the content make sense?,1.0,1
Annotator2,6f83929e-aae4-4b94-bc54-b364efcb6c15,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,6f83929e-aae4-4b94-bc54-b364efcb6c15,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,6f83929e-aae4-4b94-bc54-b364efcb6c15,Does the content make sense?,1.0,1
Annotator1,73900c85-5471-47b8-a270-efd48868dd4b,"Is this fluent, human-written Estonian?",1.0,3
Annotator1,73900c85-5471-47b8-a270-efd48868dd4b,Does the content make sense?,0.0,1
Annotator2,73900c85-5471-47b8-a270-efd48868dd4b,"Is this fluent, human-written Estonian?",,3
Annotator2,73900c85-5471-47b8-a270-efd48868dd4b,Does the content make sense?,0.0,1
Annotator4,73900c85-5471-47b8-a270-efd48868dd4b,Does the content make sense?,0.0,1
Annotator4,73900c85-5471-47b8-a270-efd48868dd4b,"Is this fluent, human-written Estonian?",1.0,3
Annotator1,73a92794-1b8b-45d5-958b-7f0421e924b4,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,73a92794-1b8b-45d5-958b-7f0421e924b4,Does the content make sense?,1.0,1
Annotator2,73a92794-1b8b-45d5-958b-7f0421e924b4,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,73a92794-1b8b-45d5-958b-7f0421e924b4,Does the content make sense?,1.0,1
Annotator4,73a92794-1b8b-45d5-958b-7f0421e924b4,Does the content make sense?,1.0,1
Annotator4,73a92794-1b8b-45d5-958b-7f0421e924b4,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,75d24493-e45d-46ed-b1b1-6c91537956cd,Does the content make sense?,1.0,1
Annotator1,75d24493-e45d-46ed-b1b1-6c91537956cd,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,75d24493-e45d-46ed-b1b1-6c91537956cd,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,75d24493-e45d-46ed-b1b1-6c91537956cd,Does the content make sense?,1.0,1
Annotator4,75d24493-e45d-46ed-b1b1-6c91537956cd,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,75d24493-e45d-46ed-b1b1-6c91537956cd,Does the content make sense?,1.0,1
Annotator1,7cb4f53c-80a8-40c9-b9b9-1e7cec31b7ee,Does the content make sense?,1.0,1
Annotator1,7cb4f53c-80a8-40c9-b9b9-1e7cec31b7ee,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,7cb4f53c-80a8-40c9-b9b9-1e7cec31b7ee,"Is this fluent, human-written Estonian?",1.0,3
Annotator2,7cb4f53c-80a8-40c9-b9b9-1e7cec31b7ee,Does the content make sense?,1.0,1
Annotator4,7cb4f53c-80a8-40c9-b9b9-1e7cec31b7ee,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,7cb4f53c-80a8-40c9-b9b9-1e7cec31b7ee,Does the content make sense?,1.0,1
Annotator1,7f62aab8-02ce-4c96-998a-6c4cce7dffa5,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,7f62aab8-02ce-4c96-998a-6c4cce7dffa5,Does the content make sense?,1.0,1
Annotator2,7f62aab8-02ce-4c96-998a-6c4cce7dffa5,Does the content make sense?,1.0,1
Annotator2,7f62aab8-02ce-4c96-998a-6c4cce7dffa5,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,7f62aab8-02ce-4c96-998a-6c4cce7dffa5,Does the content make sense?,1.0,1
Annotator4,7f62aab8-02ce-4c96-998a-6c4cce7dffa5,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,807bfd48-721a-46d2-9bf2-36f75c8c2ed6,Does the content make sense?,1.0,1
Annotator1,807bfd48-721a-46d2-9bf2-36f75c8c2ed6,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,807bfd48-721a-46d2-9bf2-36f75c8c2ed6,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,807bfd48-721a-46d2-9bf2-36f75c8c2ed6,Does the content make sense?,1.0,1
Annotator4,807bfd48-721a-46d2-9bf2-36f75c8c2ed6,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,807bfd48-721a-46d2-9bf2-36f75c8c2ed6,Does the content make sense?,1.0,1
Annotator1,80b896d1-a787-47af-9ba6-b1b18d37d9d3,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,80b896d1-a787-47af-9ba6-b1b18d37d9d3,Does the content make sense?,1.0,1
Annotator2,80b896d1-a787-47af-9ba6-b1b18d37d9d3,"Is this fluent, human-written Estonian?",1.0,3
Annotator2,80b896d1-a787-47af-9ba6-b1b18d37d9d3,Does the content make sense?,1.0,1
Annotator4,80b896d1-a787-47af-9ba6-b1b18d37d9d3,"Is this fluent, human-written Estonian?",1.0,3
Annotator4,80b896d1-a787-47af-9ba6-b1b18d37d9d3,Does the content make sense?,1.0,1
Annotator1,87c44dcc-c20b-434b-9206-6fae8a7b5508,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,87c44dcc-c20b-434b-9206-6fae8a7b5508,Does the content make sense?,1.0,1
Annotator2,87c44dcc-c20b-434b-9206-6fae8a7b5508,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,87c44dcc-c20b-434b-9206-6fae8a7b5508,Does the content make sense?,0.0,1
Annotator4,87c44dcc-c20b-434b-9206-6fae8a7b5508,Does the content make sense?,0.0,1
Annotator4,87c44dcc-c20b-434b-9206-6fae8a7b5508,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,87dd789b-e22d-43f4-a6c3-527a63ab04a1,Does the content make sense?,1.0,1
Annotator1,87dd789b-e22d-43f4-a6c3-527a63ab04a1,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,87dd789b-e22d-43f4-a6c3-527a63ab04a1,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,87dd789b-e22d-43f4-a6c3-527a63ab04a1,Does the content make sense?,1.0,1
Annotator4,87dd789b-e22d-43f4-a6c3-527a63ab04a1,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,87dd789b-e22d-43f4-a6c3-527a63ab04a1,Does the content make sense?,1.0,1
Annotator1,8adde8a0-8b3a-465d-b889-47a3b4d47a75,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,8adde8a0-8b3a-465d-b889-47a3b4d47a75,Does the content make sense?,1.0,1
Annotator2,8adde8a0-8b3a-465d-b889-47a3b4d47a75,"Is this fluent, human-written Estonian?",1.0,3
Annotator2,8adde8a0-8b3a-465d-b889-47a3b4d47a75,Does the content make sense?,1.0,1
Annotator4,8adde8a0-8b3a-465d-b889-47a3b4d47a75,Does the content make sense?,1.0,1
Annotator4,8adde8a0-8b3a-465d-b889-47a3b4d47a75,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,8b5ef546-9d6b-4bec-97c7-0786f39880ac,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,8b5ef546-9d6b-4bec-97c7-0786f39880ac,Does the content make sense?,1.0,1
Annotator2,8b5ef546-9d6b-4bec-97c7-0786f39880ac,Does the content make sense?,0.0,1
Annotator2,8b5ef546-9d6b-4bec-97c7-0786f39880ac,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,8b5ef546-9d6b-4bec-97c7-0786f39880ac,Does the content make sense?,0.0,1
Annotator4,8b5ef546-9d6b-4bec-97c7-0786f39880ac,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,8bccadc1-cdb3-4409-9606-1acbbe1d8c7b,Does the content make sense?,1.0,1
Annotator1,8bccadc1-cdb3-4409-9606-1acbbe1d8c7b,"Is this fluent, human-written Estonian?",1.0,3
Annotator2,8bccadc1-cdb3-4409-9606-1acbbe1d8c7b,Does the content make sense?,1.0,1
Annotator2,8bccadc1-cdb3-4409-9606-1acbbe1d8c7b,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,8bccadc1-cdb3-4409-9606-1acbbe1d8c7b,Does the content make sense?,1.0,1
Annotator4,8bccadc1-cdb3-4409-9606-1acbbe1d8c7b,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,8cff0460-518f-4138-a13a-403ea3f27a87,Does the content make sense?,1.0,1
Annotator1,8cff0460-518f-4138-a13a-403ea3f27a87,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,8cff0460-518f-4138-a13a-403ea3f27a87,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,8cff0460-518f-4138-a13a-403ea3f27a87,Does the content make sense?,1.0,1
Annotator4,8cff0460-518f-4138-a13a-403ea3f27a87,Does the content make sense?,1.0,1
Annotator4,8cff0460-518f-4138-a13a-403ea3f27a87,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,8d56add4-84e9-4301-8bb3-b7b209eb7ddd,Does the content make sense?,1.0,1
Annotator1,8d56add4-84e9-4301-8bb3-b7b209eb7ddd,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,8d56add4-84e9-4301-8bb3-b7b209eb7ddd,Does the content make sense?,1.0,1
Annotator2,8d56add4-84e9-4301-8bb3-b7b209eb7ddd,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,8d56add4-84e9-4301-8bb3-b7b209eb7ddd,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,8d56add4-84e9-4301-8bb3-b7b209eb7ddd,Does the content make sense?,1.0,1
Annotator1,8ddff251-406c-450c-9a80-428a0b311870,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,8ddff251-406c-450c-9a80-428a0b311870,Does the content make sense?,1.0,1
Annotator2,8ddff251-406c-450c-9a80-428a0b311870,Does the content make sense?,1.0,1
Annotator2,8ddff251-406c-450c-9a80-428a0b311870,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,8ddff251-406c-450c-9a80-428a0b311870,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,8ddff251-406c-450c-9a80-428a0b311870,Does the content make sense?,1.0,1
Annotator1,8e26269b-1777-477e-9818-46ae39fecf8b,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,8e26269b-1777-477e-9818-46ae39fecf8b,Does the content make sense?,1.0,1
Annotator2,8e26269b-1777-477e-9818-46ae39fecf8b,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,8e26269b-1777-477e-9818-46ae39fecf8b,Does the content make sense?,1.0,1
Annotator4,8e26269b-1777-477e-9818-46ae39fecf8b,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,8e26269b-1777-477e-9818-46ae39fecf8b,Does the content make sense?,1.0,1
Annotator1,8f283b8c-b383-44e1-b9a9-c6f285b7d192,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,8f283b8c-b383-44e1-b9a9-c6f285b7d192,Does the content make sense?,1.0,1
Annotator2,8f283b8c-b383-44e1-b9a9-c6f285b7d192,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,8f283b8c-b383-44e1-b9a9-c6f285b7d192,Does the content make sense?,1.0,1
Annotator4,8f283b8c-b383-44e1-b9a9-c6f285b7d192,Does the content make sense?,1.0,1
Annotator4,8f283b8c-b383-44e1-b9a9-c6f285b7d192,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,90171c91-beea-4ddd-9128-995dbaa4d905,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,90171c91-beea-4ddd-9128-995dbaa4d905,Does the content make sense?,1.0,1
Annotator2,90171c91-beea-4ddd-9128-995dbaa4d905,Does the content make sense?,1.0,1
Annotator2,90171c91-beea-4ddd-9128-995dbaa4d905,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,90171c91-beea-4ddd-9128-995dbaa4d905,Does the content make sense?,1.0,1
Annotator4,90171c91-beea-4ddd-9128-995dbaa4d905,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,902cbbcf-bd59-427a-9c20-01ad3db1615f,Does the content make sense?,1.0,1
Annotator1,902cbbcf-bd59-427a-9c20-01ad3db1615f,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,902cbbcf-bd59-427a-9c20-01ad3db1615f,Does the content make sense?,1.0,1
Annotator2,902cbbcf-bd59-427a-9c20-01ad3db1615f,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,902cbbcf-bd59-427a-9c20-01ad3db1615f,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,902cbbcf-bd59-427a-9c20-01ad3db1615f,Does the content make sense?,1.0,1
Annotator1,9282f61e-7240-46c1-a23a-5117b06382cf,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,9282f61e-7240-46c1-a23a-5117b06382cf,Does the content make sense?,1.0,1
Annotator2,9282f61e-7240-46c1-a23a-5117b06382cf,Does the content make sense?,0.0,1
Annotator2,9282f61e-7240-46c1-a23a-5117b06382cf,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,9282f61e-7240-46c1-a23a-5117b06382cf,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,9282f61e-7240-46c1-a23a-5117b06382cf,Does the content make sense?,1.0,1
Annotator1,92a4986b-13d5-4d7c-b786-cae5f757f9fd,"Is this fluent, human-written Estonian?",1.0,3
Annotator1,92a4986b-13d5-4d7c-b786-cae5f757f9fd,Does the content make sense?,1.0,1
Annotator2,92a4986b-13d5-4d7c-b786-cae5f757f9fd,Does the content make sense?,,1
Annotator2,92a4986b-13d5-4d7c-b786-cae5f757f9fd,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,92a4986b-13d5-4d7c-b786-cae5f757f9fd,Does the content make sense?,1.0,1
Annotator4,92a4986b-13d5-4d7c-b786-cae5f757f9fd,"Is this fluent, human-written Estonian?",1.0,3
Annotator1,93a94932-3e51-462a-a734-9679d6b0a4ac,Does the content make sense?,1.0,1
Annotator1,93a94932-3e51-462a-a734-9679d6b0a4ac,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,93a94932-3e51-462a-a734-9679d6b0a4ac,Does the content make sense?,1.0,1
Annotator2,93a94932-3e51-462a-a734-9679d6b0a4ac,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,93a94932-3e51-462a-a734-9679d6b0a4ac,Does the content make sense?,1.0,1
Annotator4,93a94932-3e51-462a-a734-9679d6b0a4ac,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,96b18d3b-a820-41b6-aded-87088fc73b10,Does the content make sense?,1.0,1
Annotator1,96b18d3b-a820-41b6-aded-87088fc73b10,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,96b18d3b-a820-41b6-aded-87088fc73b10,Does the content make sense?,1.0,1
Annotator2,96b18d3b-a820-41b6-aded-87088fc73b10,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,96b18d3b-a820-41b6-aded-87088fc73b10,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,96b18d3b-a820-41b6-aded-87088fc73b10,Does the content make sense?,1.0,1
Annotator5,96b18d3b-a820-41b6-aded-87088fc73b10,"Is this fluent, human-written Estonian?",1.0,3
Annotator5,96b18d3b-a820-41b6-aded-87088fc73b10,Does the content make sense?,1.0,1
Annotator1,9a29a5e6-2f61-46f5-8ba7-688769506580,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,9a29a5e6-2f61-46f5-8ba7-688769506580,Does the content make sense?,1.0,1
Annotator2,9a29a5e6-2f61-46f5-8ba7-688769506580,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,9a29a5e6-2f61-46f5-8ba7-688769506580,Does the content make sense?,,1
Annotator4,9a29a5e6-2f61-46f5-8ba7-688769506580,Does the content make sense?,1.0,1
Annotator4,9a29a5e6-2f61-46f5-8ba7-688769506580,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,9aaa90e2-746a-4b8b-9e3c-51d494715a3c,Does the content make sense?,1.0,1
Annotator1,9aaa90e2-746a-4b8b-9e3c-51d494715a3c,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,9aaa90e2-746a-4b8b-9e3c-51d494715a3c,Does the content make sense?,1.0,1
Annotator2,9aaa90e2-746a-4b8b-9e3c-51d494715a3c,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,9aaa90e2-746a-4b8b-9e3c-51d494715a3c,Does the content make sense?,1.0,1
Annotator4,9aaa90e2-746a-4b8b-9e3c-51d494715a3c,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,9c7103a2-2989-4a4e-b98b-bdb93c0e3b66,Does the content make sense?,1.0,1
Annotator1,9c7103a2-2989-4a4e-b98b-bdb93c0e3b66,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,9c7103a2-2989-4a4e-b98b-bdb93c0e3b66,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,9c7103a2-2989-4a4e-b98b-bdb93c0e3b66,Does the content make sense?,0.0,1
Annotator4,9c7103a2-2989-4a4e-b98b-bdb93c0e3b66,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,9c7103a2-2989-4a4e-b98b-bdb93c0e3b66,Does the content make sense?,1.0,1
Annotator1,9cc8acb6-4381-4798-94aa-6c5519931126,Does the content make sense?,1.0,1
Annotator1,9cc8acb6-4381-4798-94aa-6c5519931126,"Is this fluent, human-written Estonian?",1.0,3
Annotator2,9cc8acb6-4381-4798-94aa-6c5519931126,Does the content make sense?,0.0,1
Annotator2,9cc8acb6-4381-4798-94aa-6c5519931126,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,9cc8acb6-4381-4798-94aa-6c5519931126,"Is this fluent, human-written Estonian?",1.0,3
Annotator4,9cc8acb6-4381-4798-94aa-6c5519931126,Does the content make sense?,1.0,1
Annotator1,9e1c82da-583b-4585-8658-bb1a61229932,Does the content make sense?,1.0,1
Annotator1,9e1c82da-583b-4585-8658-bb1a61229932,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,9e1c82da-583b-4585-8658-bb1a61229932,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,9e1c82da-583b-4585-8658-bb1a61229932,Does the content make sense?,1.0,1
Annotator4,9e1c82da-583b-4585-8658-bb1a61229932,Does the content make sense?,1.0,1
Annotator4,9e1c82da-583b-4585-8658-bb1a61229932,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,9e58b0ef-0b61-4a36-b526-2b6f1d832714,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,9e58b0ef-0b61-4a36-b526-2b6f1d832714,Does the content make sense?,1.0,1
Annotator2,9e58b0ef-0b61-4a36-b526-2b6f1d832714,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,9e58b0ef-0b61-4a36-b526-2b6f1d832714,Does the content make sense?,1.0,1
Annotator4,9e58b0ef-0b61-4a36-b526-2b6f1d832714,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,9e58b0ef-0b61-4a36-b526-2b6f1d832714,Does the content make sense?,1.0,1
Annotator1,9fa8b1ce-757b-49e9-96f8-330cd8872845,Does the content make sense?,1.0,1
Annotator1,9fa8b1ce-757b-49e9-96f8-330cd8872845,"Is this fluent, human-written Estonian?",1.0,3
Annotator2,9fa8b1ce-757b-49e9-96f8-330cd8872845,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,9fa8b1ce-757b-49e9-96f8-330cd8872845,Does the content make sense?,1.0,1
Annotator4,9fa8b1ce-757b-49e9-96f8-330cd8872845,"Is this fluent, human-written Estonian?",1.0,3
Annotator4,9fa8b1ce-757b-49e9-96f8-330cd8872845,Does the content make sense?,1.0,1
Annotator1,a09c6f20-aec3-4d8c-9594-6525cbcb9fbb,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,a09c6f20-aec3-4d8c-9594-6525cbcb9fbb,Does the content make sense?,1.0,1
Annotator2,a09c6f20-aec3-4d8c-9594-6525cbcb9fbb,"Is this fluent, human-written Estonian?",3.0,3
